,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,trackName
0,0.883,0.635,0,-6.284,0,0.299,0.0307,0.0,0.114,0.542,129.042,audio_features,5FDCDBFDKpf7TLzDx6r2Lp,spotify:track:5FDCDBFDKpf7TLzDx6r2Lp,https://api.spotify.com/v1/tracks/5FDCDBFDKpf7TLzDx6r2Lp,https://api.spotify.com/v1/audio-analysis/5FDCDBFDKpf7TLzDx6r2Lp,151482,4,Big Boy Diamonds (feat. Kodak Black & London on Da Track)
0,0.48,0.894,2,-3.216,0,0.369,0.143,0.0,0.206,0.477,166.264,audio_features,0KGgFs3yJ1aHGnEU8nHCqR,spotify:track:0KGgFs3yJ1aHGnEU8nHCqR,https://api.spotify.com/v1/tracks/0KGgFs3yJ1aHGnEU8nHCqR,https://api.spotify.com/v1/audio-analysis/0KGgFs3yJ1aHGnEU8nHCqR,176467,4,Actions
0,0.76,0.569,10,-7.301,0,0.187,0.0468,0.0,0.129,0.64,82.502,audio_features,2FORPQIrhiSwHLZdv4MtZj,spotify:track:2FORPQIrhiSwHLZdv4MtZj,https://api.spotify.com/v1/tracks/2FORPQIrhiSwHLZdv4MtZj,https://api.spotify.com/v1/audio-analysis/2FORPQIrhiSwHLZdv4MtZj,177589,4,Set Me Free
0,0.232,0.705,5,-6.928,1,0.0997,0.032,6.6e-05,0.185,0.352,74.28,audio_features,46CA1H0T1r7u5lDUtVveAh,spotify:track:46CA1H0T1r7u5lDUtVveAh,https://api.spotify.com/v1/tracks/46CA1H0T1r7u5lDUtVveAh,https://api.spotify.com/v1/audio-analysis/46CA1H0T1r7u5lDUtVveAh,401573,4,"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)"
0,0.745,0.682,5,-5.85,0,0.0964,0.131,0.0,0.119,0.198,135.065,audio_features,05hdZ0YRqAg6qsgV1ee3LE,spotify:track:05hdZ0YRqAg6qsgV1ee3LE,https://api.spotify.com/v1/tracks/05hdZ0YRqAg6qsgV1ee3LE,https://api.spotify.com/v1/audio-analysis/05hdZ0YRqAg6qsgV1ee3LE,218213,4,I'll Find You (feat. Tori Kelly)
0,0.798,0.734,11,-5.805,1,0.071,0.395,2.22e-06,0.132,0.645,99.972,audio_features,5eEAhjKkk6BeHuNoJb52aS,spotify:track:5eEAhjKkk6BeHuNoJb52aS,https://api.spotify.com/v1/tracks/5eEAhjKkk6BeHuNoJb52aS,https://api.spotify.com/v1/audio-analysis/5eEAhjKkk6BeHuNoJb52aS,230573,4,FYB (feat. Davido & Tory Lanez)
0,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,audio_features,1jaTQ3nqY3oAAYyCTbIvnM,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/tracks/1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/audio-analysis/1jaTQ3nqY3oAAYyCTbIvnM,139741,4,WHATS POPPIN
0,0.765,0.589,7,-7.496,0,0.254,0.748,0.0,0.11,0.863,155.951,audio_features,2D9ipDc9UrXcdrXHMVrpRo,spotify:track:2D9ipDc9UrXcdrXHMVrpRo,https://api.spotify.com/v1/tracks/2D9ipDc9UrXcdrXHMVrpRo,https://api.spotify.com/v1/audio-analysis/2D9ipDc9UrXcdrXHMVrpRo,165006,4,Pedestrian
0,0.904,0.492,2,-9.657,1,0.155,0.00119,0.364,0.125,0.257,149.982,audio_features,5awaEIMiJboRO7ycF6UOot,spotify:track:5awaEIMiJboRO7ycF6UOot,https://api.spotify.com/v1/tracks/5awaEIMiJboRO7ycF6UOot,https://api.spotify.com/v1/audio-analysis/5awaEIMiJboRO7ycF6UOot,223275,4,Someone Said
0,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,audio_features,2u3EyuCqqV31woqGvO9LBz,spotify:track:2u3EyuCqqV31woqGvO9LBz,https://api.spotify.com/v1/tracks/2u3EyuCqqV31woqGvO9LBz,https://api.spotify.com/v1/audio-analysis/2u3EyuCqqV31woqGvO9LBz,205760,4,Sum 2 Prove
0,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,audio_features,5f4Hy5mw5SRaUgXX9c6P5S,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/tracks/5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/audio-analysis/5f4Hy5mw5SRaUgXX9c6P5S,205760,4,Sum 2 Prove
0,0.945,0.638,1,-7.662,1,0.0774,0.0116,0.0,0.0894,0.441,100.011,audio_features,0qoxr5PUFbDqGLHIpEnWAr,spotify:track:0qoxr5PUFbDqGLHIpEnWAr,https://api.spotify.com/v1/tracks/0qoxr5PUFbDqGLHIpEnWAr,https://api.spotify.com/v1/audio-analysis/0qoxr5PUFbDqGLHIpEnWAr,142945,4,2STYLISH
0,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,audio_features,1lGHa2pwYzxQHFBUynhLtO,spotify:track:1lGHa2pwYzxQHFBUynhLtO,https://api.spotify.com/v1/tracks/1lGHa2pwYzxQHFBUynhLtO,https://api.spotify.com/v1/audio-analysis/1lGHa2pwYzxQHFBUynhLtO,139890,4,FIND MY WAY
0,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5,Slow Dancing in a Burning Room
0,0.591,0.831,4,-6.612,1,0.0355,0.235,0.00142,0.0571,0.678,93.007,audio_features,0tgBtQ0ISnMQOKorrN9HLX,spotify:track:0tgBtQ0ISnMQOKorrN9HLX,https://api.spotify.com/v1/tracks/0tgBtQ0ISnMQOKorrN9HLX,https://api.spotify.com/v1/audio-analysis/0tgBtQ0ISnMQOKorrN9HLX,187307,4,Last Train Home
0,0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,audio_features,4T6FWA703h6H7zk1FoSARw,spotify:track:4T6FWA703h6H7zk1FoSARw,https://api.spotify.com/v1/tracks/4T6FWA703h6H7zk1FoSARw,https://api.spotify.com/v1/audio-analysis/4T6FWA703h6H7zk1FoSARw,217427,4,New Light
0,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,audio_features,7vFv0yFGMJW3qVXbAd9BK9,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,249627,4,Your Body Is a Wonderland
0,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,audio_features,2eAZfqOm4EnOF9VvN50Tyc,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,221747,4,The Way Life Goes (feat. Oh Wonder)
0,0.604,0.933,1,-3.034,1,0.214,0.0137,0.0,0.37,0.28,110.029,audio_features,3NuN59jpH3B5cNa2M4r7XG,spotify:track:3NuN59jpH3B5cNa2M4r7XG,https://api.spotify.com/v1/tracks/3NuN59jpH3B5cNa2M4r7XG,https://api.spotify.com/v1/audio-analysis/3NuN59jpH3B5cNa2M4r7XG,193155,4,BOOGIE
0,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,audio_features,1D2L6MefbXon28PzIk9I3r,spotify:track:1D2L6MefbXon28PzIk9I3r,https://api.spotify.com/v1/tracks/1D2L6MefbXon28PzIk9I3r,https://api.spotify.com/v1/audio-analysis/1D2L6MefbXon28PzIk9I3r,211427,4,92 Explorer
0,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,audio_features,32lItqlMi4LBhb4k0BaSaC,spotify:track:32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,227533,4,Candy Paint
0,0.887,0.401,5,-8.132,1,0.0646,0.164,1.96e-06,0.0728,0.601,128.047,audio_features,16ZSaXzmcsIXvHaK2HhT8r,spotify:track:16ZSaXzmcsIXvHaK2HhT8r,https://api.spotify.com/v1/tracks/16ZSaXzmcsIXvHaK2HhT8r,https://api.spotify.com/v1/audio-analysis/16ZSaXzmcsIXvHaK2HhT8r,182833,4,Chicken Adobo
0,0.657,0.597,11,-9.919,0,0.168,0.12,0.0,0.477,0.486,89.606,audio_features,06UOL50QYtDR5l06ohu88m,spotify:track:06UOL50QYtDR5l06ohu88m,https://api.spotify.com/v1/tracks/06UOL50QYtDR5l06ohu88m,https://api.spotify.com/v1/audio-analysis/06UOL50QYtDR5l06ohu88m,213622,4,I Know There's Gonna Be (Good Times)
0,0.696,0.643,0,-6.107,1,0.297,0.15,1.66e-06,0.192,0.421,90.489,audio_features,76VQYga537MoOCIOYS8Ttj,spotify:track:76VQYga537MoOCIOYS8Ttj,https://api.spotify.com/v1/tracks/76VQYga537MoOCIOYS8Ttj,https://api.spotify.com/v1/audio-analysis/76VQYga537MoOCIOYS8Ttj,261707,4,"SHELTER (ft. Wyclef Jean, Chance The Rapper)"
0,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,audio_features,02kDW379Yfd5PzW5A6vuGt,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4,Lemonade
0,0.647,0.537,6,-12.006,0,0.21,0.43,0.000258,0.119,0.846,84.46,audio_features,5RxpYHVbGJPOvSEATQyg9P,spotify:track:5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/tracks/5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/audio-analysis/5RxpYHVbGJPOvSEATQyg9P,142500,4,Lucy
0,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,6wJYhPfqk3KGhHRG76WzOh,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,162547,4,Blueberry Faygo
0,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,audio_features,7gvd8xj4QgPqbQSsn5pV7d,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/tracks/7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/audio-analysis/7gvd8xj4QgPqbQSsn5pV7d,203760,4,Sorry Not Sorry
0,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,spotify:track:3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,217289,4,Finesse - Remix; feat. Cardi B
0,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4,Just the Way You Are
0,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4,That's What I Like
0,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,audio_features,0kN8xEmgMW9mh7UmDYHlJP,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,261240,4,Versace on the Floor
0,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,audio_features,1ExfPZEiahqhLyajhybFeS,spotify:track:1ExfPZEiahqhLyajhybFeS,https://api.spotify.com/v1/tracks/1ExfPZEiahqhLyajhybFeS,https://api.spotify.com/v1/audio-analysis/1ExfPZEiahqhLyajhybFeS,189109,4,The Lazy Song
0,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4,24K Magic
0,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,audio_features,3s4mrPrEFFPF0LmAfutW0n,spotify:track:3s4mrPrEFFPF0LmAfutW0n,https://api.spotify.com/v1/tracks/3s4mrPrEFFPF0LmAfutW0n,https://api.spotify.com/v1/audio-analysis/3s4mrPrEFFPF0LmAfutW0n,200187,4,The London (feat. J. Cole & Travis Scott)
0,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,7DcvwMAiqKJQD1rrdfxSDx,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107,4,The London (feat. J. Cole & Travis Scott)
0,0.711,0.867,11,-1.981,0,0.32,0.152,0.0,0.0552,0.414,161.966,audio_features,0dQO6DOVHvrfl7DQwO97RE,spotify:track:0dQO6DOVHvrfl7DQwO97RE,https://api.spotify.com/v1/tracks/0dQO6DOVHvrfl7DQwO97RE,https://api.spotify.com/v1/audio-analysis/0dQO6DOVHvrfl7DQwO97RE,214564,4,If I Tell You
0,0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954,audio_features,14X1WxiHXdVRJ99cMCBzOE,spotify:track:14X1WxiHXdVRJ99cMCBzOE,https://api.spotify.com/v1/tracks/14X1WxiHXdVRJ99cMCBzOE,https://api.spotify.com/v1/audio-analysis/14X1WxiHXdVRJ99cMCBzOE,224916,4,How I Move (feat. Lil Baby)
0,0.676,0.357,1,-11.849,1,0.176,0.401,0.000231,0.104,0.362,150.857,audio_features,1pZpdX2CQlFCl4vWJXGywc,spotify:track:1pZpdX2CQlFCl4vWJXGywc,https://api.spotify.com/v1/tracks/1pZpdX2CQlFCl4vWJXGywc,https://api.spotify.com/v1/audio-analysis/1pZpdX2CQlFCl4vWJXGywc,198613,4,Rememory (feat. Chance The Rapper)
0,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,audio_features,2Jh3UqxnHJMyzMzku4uOtE,spotify:track:2Jh3UqxnHJMyzMzku4uOtE,https://api.spotify.com/v1/tracks/2Jh3UqxnHJMyzMzku4uOtE,https://api.spotify.com/v1/audio-analysis/2Jh3UqxnHJMyzMzku4uOtE,201920,4,Feeling
0,0.816,0.621,0,-6.352,1,0.181,0.18,0.0,0.085,0.403,97.015,audio_features,3VN7XvP708u6V9U0CxOlzi,spotify:track:3VN7XvP708u6V9U0CxOlzi,https://api.spotify.com/v1/tracks/3VN7XvP708u6V9U0CxOlzi,https://api.spotify.com/v1/audio-analysis/3VN7XvP708u6V9U0CxOlzi,188041,4,Birthday (feat. Monty)
0,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,audio_features,5TqBAOIBe0bQA0spNdcG3k,spotify:track:5TqBAOIBe0bQA0spNdcG3k,https://api.spotify.com/v1/tracks/5TqBAOIBe0bQA0spNdcG3k,https://api.spotify.com/v1/audio-analysis/5TqBAOIBe0bQA0spNdcG3k,183695,4,For Free (feat. Drake)
0,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,audio_features,4JDZl9nKIAhAhDjw753u4X,spotify:track:4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/audio-analysis/4JDZl9nKIAhAhDjw753u4X,183695,4,For Free (feat. Drake)
0,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,audio_features,3nAq2hCr1oWsIU54tS98pL,spotify:track:3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/tracks/3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/audio-analysis/3nAq2hCr1oWsIU54tS98pL,181573,4,Waves
0,0.618,0.25,2,-16.735,0,0.0536,0.909,0.909,0.113,0.0642,87.932,audio_features,1unSkak71WHrekZ4N5Esmb,spotify:track:1unSkak71WHrekZ4N5Esmb,https://api.spotify.com/v1/tracks/1unSkak71WHrekZ4N5Esmb,https://api.spotify.com/v1/audio-analysis/1unSkak71WHrekZ4N5Esmb,208614,4,Waves
0,0.364,0.278,5,-12.262,0,0.0355,0.542,2.79e-05,0.38,0.2,173.652,audio_features,2gGIhNmn8NaUr3LNofUIBZ,spotify:track:2gGIhNmn8NaUr3LNofUIBZ,https://api.spotify.com/v1/tracks/2gGIhNmn8NaUr3LNofUIBZ,https://api.spotify.com/v1/audio-analysis/2gGIhNmn8NaUr3LNofUIBZ,174267,4,Waves
0,0.93,0.561,0,-8.053,1,0.25,0.101,0.0,0.0992,0.596,140.987,audio_features,6igOR5QCn09zAVF2ikZjsV,spotify:track:6igOR5QCn09zAVF2ikZjsV,https://api.spotify.com/v1/tracks/6igOR5QCn09zAVF2ikZjsV,https://api.spotify.com/v1/audio-analysis/6igOR5QCn09zAVF2ikZjsV,184093,4,Surf (feat. Gunna)
0,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,audio_features,41bIQPBE1lFN0mmw6Lmssz,spotify:track:41bIQPBE1lFN0mmw6Lmssz,https://api.spotify.com/v1/tracks/41bIQPBE1lFN0mmw6Lmssz,https://api.spotify.com/v1/audio-analysis/41bIQPBE1lFN0mmw6Lmssz,224427,4,21 Questions
0,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,audio_features,1wJRveJZLSb1rjhnUHQiv6,spotify:track:1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,189487,4,Swervin (feat. 6ix9ine)
0,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,audio_features,3AMnOVxEHUgVrythGgqPhI,spotify:track:3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/tracks/3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/audio-analysis/3AMnOVxEHUgVrythGgqPhI,214854,4,Say A'
0,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,audio_features,5sra5UY6sD658OabHL3QtI,spotify:track:5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI,216480,4,Empire State of Mind (Part II) Broken Down
0,0.771,0.621,1,-7.453,1,0.0376,0.0297,0.0,0.124,0.154,101.007,audio_features,0jrz4ZQKCsC6h2vzqgHiEp,spotify:track:0jrz4ZQKCsC6h2vzqgHiEp,https://api.spotify.com/v1/tracks/0jrz4ZQKCsC6h2vzqgHiEp,https://api.spotify.com/v1/audio-analysis/0jrz4ZQKCsC6h2vzqgHiEp,334067,4,Get Low
0,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,audio_features,0r2Bul2NuCViraT2zX1l5j,spotify:track:0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/audio-analysis/0r2Bul2NuCViraT2zX1l5j,334067,4,Get Low
0,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4,Numb / Encore
0,0.593,0.872,1,-4.525,0,0.0959,0.0784,0.0,0.286,0.523,91.964,audio_features,3NxAxBnK66q0ZpIWeH9xlp,spotify:track:3NxAxBnK66q0ZpIWeH9xlp,https://api.spotify.com/v1/tracks/3NxAxBnK66q0ZpIWeH9xlp,https://api.spotify.com/v1/audio-analysis/3NxAxBnK66q0ZpIWeH9xlp,208000,4,L.A. Story (feat. Mike Posner)
0,0.769,0.611,8,-2.85,1,0.039,0.098,0.0,0.221,0.0901,144.037,audio_features,2Vevs2eAQNNb7NTpKj5kqA,spotify:track:2Vevs2eAQNNb7NTpKj5kqA,https://api.spotify.com/v1/tracks/2Vevs2eAQNNb7NTpKj5kqA,https://api.spotify.com/v1/audio-analysis/2Vevs2eAQNNb7NTpKj5kqA,243333,4,Cut Her Off
0,0.596,0.481,9,-8.676,1,0.353,0.0345,0.0,0.197,0.277,104.984,audio_features,2fsULZDbmjjZPtr1PfeBRz,spotify:track:2fsULZDbmjjZPtr1PfeBRz,https://api.spotify.com/v1/tracks/2fsULZDbmjjZPtr1PfeBRz,https://api.spotify.com/v1/audio-analysis/2fsULZDbmjjZPtr1PfeBRz,210440,4,That's on You
0,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,audio_features,0rFZaQ4crlGAzuCjWCQ2xu,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,https://api.spotify.com/v1/tracks/0rFZaQ4crlGAzuCjWCQ2xu,https://api.spotify.com/v1/audio-analysis/0rFZaQ4crlGAzuCjWCQ2xu,234040,4,Body Party
0,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,audio_features,4mmkhcEm1Ljy1U9nwtsxUo,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/audio-analysis/4mmkhcEm1Ljy1U9nwtsxUo,221227,4,Through The Wire
0,0.664,0.872,3,-3.117,1,0.0396,0.0306,0.0,0.228,0.555,129.873,audio_features,63rbP24OzfaQCJjsHWZXnY,spotify:track:63rbP24OzfaQCJjsHWZXnY,https://api.spotify.com/v1/tracks/63rbP24OzfaQCJjsHWZXnY,https://api.spotify.com/v1/audio-analysis/63rbP24OzfaQCJjsHWZXnY,210093,4,Where Them Girls At (feat. Nicki Minaj & Flo Rida)
0,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4,Wild Ones (feat. Sia)
0,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5,ROXANNE
0,0.793,0.315,1,-7.457,1,0.0825,0.143,0.0142,0.113,0.541,118.824,audio_features,3mogmakkKiKWOB0tVj1X9i,spotify:track:3mogmakkKiKWOB0tVj1X9i,https://api.spotify.com/v1/tracks/3mogmakkKiKWOB0tVj1X9i,https://api.spotify.com/v1/audio-analysis/3mogmakkKiKWOB0tVj1X9i,171371,4,Foreplay
0,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,audio_features,3GVkPk8mqxz0itaAriG1L7,spotify:track:3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,95467,4,Everybody Dies In Their Nightmares
0,0.672,0.569,11,-6.319,0,0.0624,0.0481,0.0,0.295,0.46,95.971,audio_features,6PmnGYDsruYLBNY4Rpx4t9,spotify:track:6PmnGYDsruYLBNY4Rpx4t9,https://api.spotify.com/v1/tracks/6PmnGYDsruYLBNY4Rpx4t9,https://api.spotify.com/v1/audio-analysis/6PmnGYDsruYLBNY4Rpx4t9,287333,4,Church
0,0.502,0.699,8,-5.516,1,0.167,0.161,0.0,0.0647,0.419,179.871,audio_features,4CANqU20rw8PXzYvocPzp7,spotify:track:4CANqU20rw8PXzYvocPzp7,https://api.spotify.com/v1/tracks/4CANqU20rw8PXzYvocPzp7,https://api.spotify.com/v1/audio-analysis/4CANqU20rw8PXzYvocPzp7,274670,4,Wild Thoughts - Medasin Dance Remix
0,0.781,0.718,1,-6.559,1,0.0394,0.352,0.552,0.0981,0.154,129.956,audio_features,4LUu3bMpuxHjwPLj84rNSx,spotify:track:4LUu3bMpuxHjwPLj84rNSx,https://api.spotify.com/v1/tracks/4LUu3bMpuxHjwPLj84rNSx,https://api.spotify.com/v1/audio-analysis/4LUu3bMpuxHjwPLj84rNSx,242133,4,Mirror Maru
0,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606,4,SAD!
0,0.625,0.546,1,-5.636,1,0.0381,0.0262,0.0,0.0633,0.111,90.033,audio_features,50JtIff9gsFqsl5A0W5fm3,spotify:track:50JtIff9gsFqsl5A0W5fm3,https://api.spotify.com/v1/tracks/50JtIff9gsFqsl5A0W5fm3,https://api.spotify.com/v1/audio-analysis/50JtIff9gsFqsl5A0W5fm3,244356,4,Textin' My Ex (feat. Tiffany Evans)
0,0.501,0.687,1,-7.757,1,0.482,0.217,0.0,0.384,0.148,72.235,audio_features,4L4DOYJFB3QiYIssnMDCrd,spotify:track:4L4DOYJFB3QiYIssnMDCrd,https://api.spotify.com/v1/tracks/4L4DOYJFB3QiYIssnMDCrd,https://api.spotify.com/v1/audio-analysis/4L4DOYJFB3QiYIssnMDCrd,222682,4,Remember Me?
